,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
119041,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,186,119,3,192,36.0,9.38,0
119042,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,182,118,2,192,30.0,9.25,0
119043,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,182,117,1,192,20.0,9.33,0
119044,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,178,116,0,192,21.0,9.21,0
119290,Mumbai Indians,Punjab Kings,Indore,189,119,3,199,60.0,9.53,1
119291,Mumbai Indians,Punjab Kings,Indore,188,119,2,199,66.0,9.48,1
119292,Mumbai Indians,Punjab Kings,Indore,184,118,1,199,45.0,9.36,1
119293,Mumbai Indians,Punjab Kings,Indore,183,117,0,199,32.0,9.38,1
119509,Delhi Capitals,Mumbai Indians,Mumbai,143,125,9,143,-0.0,6.86,0
119510,Delhi Capitals,Mumbai Indians,Mumbai,143,124,8,143,-0.0,6.92,0
119515,Delhi Capitals,Mumbai Indians,Mumbai,133,119,3,143,60.0,6.71,0
119516,Delhi Capitals,Mumbai Indians,Mumbai,133,118,2,143,30.0,6.76,0
119517,Delhi Capitals,Mumbai Indians,Mumbai,133,117,1,143,20.0,6.82,0
119518,Delhi Capitals,Mumbai Indians,Mumbai,133,116,0,143,15.0,6.88,0
119761,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,119,3,132,18.0,6.5,0
119762,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,119,2,132,18.0,6.5,0
119763,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,118,1,132,9.0,6.56,0
119764,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,129,117,0,132,6.0,6.62,0
119939,Kolkata Knight Riders,Delhi Capitals,Kolkata,161,125,9,161,-0.0,7.73,1
119945,Kolkata Knight Riders,Delhi Capitals,Kolkata,152,119,3,161,54.0,7.66,1
119946,Kolkata Knight Riders,Delhi Capitals,Kolkata,152,118,2,161,27.0,7.73,1
119947,Kolkata Knight Riders,Delhi Capitals,Kolkata,148,117,1,161,26.0,7.59,1
119948,Kolkata Knight Riders,Delhi Capitals,Kolkata,148,116,0,161,19.5,7.66,1
120160,Punjab Kings,Punjab Kings,Chandigarh,208,125,9,208,-0.0,9.98,0
120166,Punjab Kings,Punjab Kings,Chandigarh,197,119,3,208,66.0,9.93,0
120167,Punjab Kings,Punjab Kings,Chandigarh,197,118,2,208,33.0,10.02,0
120168,Punjab Kings,Punjab Kings,Chandigarh,191,117,1,208,34.0,9.79,0
120169,Punjab Kings,Punjab Kings,Chandigarh,187,116,0,208,31.5,9.67,0
120389,Punjab Kings,Punjab Kings,Chandigarh,68,125,9,68,-0.0,3.26,0
120390,Punjab Kings,Punjab Kings,Chandigarh,68,124,8,68,-0.0,3.29,0
120395,Punjab Kings,Punjab Kings,Chandigarh,60,119,3,68,48.0,3.03,0
120396,Punjab Kings,Punjab Kings,Chandigarh,60,118,2,68,24.0,3.05,0
120397,Punjab Kings,Punjab Kings,Chandigarh,60,117,1,68,16.0,3.08,0
120398,Punjab Kings,Punjab Kings,Chandigarh,59,116,0,68,13.5,3.05,0
120563,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,210,125,9,210,-0.0,10.08,0
120569,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,201,119,3,210,54.0,10.13,0
120570,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,201,118,2,210,27.0,10.22,0
120571,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,201,117,1,210,18.0,10.31,0
120572,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,199,116,0,210,16.5,10.29,0
120807,Mumbai Indians,Royal Challengers Bangalore,Mumbai,163,125,9,163,-0.0,7.82,1
120808,Mumbai Indians,Royal Challengers Bangalore,Mumbai,163,124,8,163,-0.0,7.89,1
120813,Mumbai Indians,Royal Challengers Bangalore,Mumbai,157,119,3,163,36.0,7.92,1
120814,Mumbai Indians,Royal Challengers Bangalore,Mumbai,156,118,2,163,21.0,7.93,1
120815,Mumbai Indians,Royal Challengers Bangalore,Mumbai,156,117,1,163,14.0,8.0,1
120816,Mumbai Indians,Royal Challengers Bangalore,Mumbai,152,116,0,163,16.5,7.86,1
121053,Delhi Capitals,Delhi Capitals,Delhi,186,125,9,186,-0.0,8.93,0
121054,Delhi Capitals,Delhi Capitals,Delhi,186,124,8,186,-0.0,9.0,0
121055,Delhi Capitals,Delhi Capitals,Delhi,186,123,7,186,-0.0,9.07,0
121059,Delhi Capitals,Delhi Capitals,Delhi,177,119,3,186,54.0,8.92,0
121060,Delhi Capitals,Delhi Capitals,Delhi,176,118,2,186,30.0,8.95,0
121061,Delhi Capitals,Delhi Capitals,Delhi,172,117,1,186,28.0,8.82,0
121062,Delhi Capitals,Delhi Capitals,Delhi,171,116,0,186,22.5,8.84,0
121293,Royal Challengers Bangalore,Punjab Kings,Bangalore,139,125,9,139,-0.0,6.67,0
121299,Royal Challengers Bangalore,Punjab Kings,Bangalore,126,119,3,139,78.0,6.35,0
121300,Royal Challengers Bangalore,Punjab Kings,Bangalore,122,118,2,139,51.0,6.2,0
121301,Royal Challengers Bangalore,Punjab Kings,Bangalore,118,117,1,139,42.0,6.05,0
121302,Royal Challengers Bangalore,Punjab Kings,Bangalore,117,116,0,139,33.0,6.05,0
121538,Delhi Capitals,Delhi Capitals,Delhi,213,125,9,213,-0.0,10.22,0
121544,Delhi Capitals,Delhi Capitals,Delhi,208,119,3,213,30.0,10.49,0
121545,Delhi Capitals,Delhi Capitals,Delhi,208,118,2,213,15.0,10.58,0
121546,Delhi Capitals,Delhi Capitals,Delhi,207,117,1,213,12.0,10.62,0
121547,Delhi Capitals,Delhi Capitals,Delhi,207,116,0,213,9.0,10.71,0
121743,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,159,125,9,159,-0.0,7.63,1
121749,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,145,119,3,159,84.0,7.31,1
121750,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,145,118,2,159,42.0,7.37,1
121751,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,141,117,1,159,36.0,7.23,1
121752,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,140,116,0,159,28.5,7.24,1
121963,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,139,125,9,139,-0.0,6.67,1
121969,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,132,119,3,139,42.0,6.66,1
121970,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,131,118,2,139,24.0,6.66,1
121971,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,131,117,1,139,16.0,6.72,1
121972,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,131,116,0,139,12.0,6.78,1
122207,Kolkata Knight Riders,Punjab Kings,Chandigarh,150,119,3,168,108.0,7.56,0
122208,Kolkata Knight Riders,Punjab Kings,Chandigarh,148,118,2,168,60.0,7.53,0
122209,Kolkata Knight Riders,Punjab Kings,Chandigarh,148,117,1,168,40.0,7.59,0
122210,Kolkata Knight Riders,Punjab Kings,Chandigarh,144,116,0,168,36.0,7.45,0
122458,Mumbai Indians,Punjab Kings,Mumbai,221,119,3,231,60.0,11.14,0
122459,Mumbai Indians,Punjab Kings,Mumbai,220,119,2,231,66.0,11.09,0
122460,Mumbai Indians,Punjab Kings,Mumbai,220,118,1,231,33.0,11.19,0
122461,Mumbai Indians,Punjab Kings,Mumbai,216,117,0,231,30.0,11.08,0
122703,Kolkata Knight Riders,Mumbai Indians,Kolkata,174,125,9,174,-0.0,8.35,0
122704,Kolkata Knight Riders,Mumbai Indians,Kolkata,174,124,8,174,-0.0,8.42,0
122705,Kolkata Knight Riders,Mumbai Indians,Kolkata,174,123,7,174,-0.0,8.49,0
122706,Kolkata Knight Riders,Mumbai Indians,Kolkata,174,122,6,174,-0.0,8.56,0
122707,Kolkata Knight Riders,Mumbai Indians,Kolkata,174,121,5,174,-0.0,8.63,0
122709,Kolkata Knight Riders,Mumbai Indians,Kolkata,174,119,3,174,0.0,8.77,0
122710,Kolkata Knight Riders,Mumbai Indians,Kolkata,173,118,2,174,3.0,8.8,0
122711,Kolkata Knight Riders,Mumbai Indians,Kolkata,172,117,1,174,4.0,8.82,0
122712,Kolkata Knight Riders,Mumbai Indians,Kolkata,171,116,0,174,4.5,8.84,0
122955,Delhi Capitals,Delhi Capitals,Delhi,162,125,9,162,-0.0,7.78,0
122956,Delhi Capitals,Delhi Capitals,Delhi,162,124,8,162,-0.0,7.84,0
122961,Delhi Capitals,Delhi Capitals,Delhi,160,119,3,162,12.0,8.07,0
122962,Delhi Capitals,Delhi Capitals,Delhi,156,118,2,162,18.0,7.93,0
122963,Delhi Capitals,Delhi Capitals,Delhi,152,117,1,162,20.0,7.79,0
122964,Delhi Capitals,Delhi Capitals,Delhi,150,116,0,162,18.0,7.76,0
123205,Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,117,119,3,129,72.0,5.9,1
123206,Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,117,118,2,129,36.0,5.95,1
123207,Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,116,117,1,129,26.0,5.95,1
123208,Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,116,116,0,129,19.5,6.0,1
123350,Mumbai Indians,Kolkata Knight Riders,Bangalore,108,125,9,108,-0.0,5.18,1
123356,Mumbai Indians,Kolkata Knight Riders,Bangalore,97,119,3,108,66.0,4.89,1
123357,Mumbai Indians,Kolkata Knight Riders,Bangalore,97,118,2,108,33.0,4.93,1
123358,Mumbai Indians,Kolkata Knight Riders,Bangalore,97,117,1,108,22.0,4.97,1
123359,Mumbai Indians,Kolkata Knight Riders,Bangalore,96,116,0,108,18.0,4.97,1
123563,Chennai Super Kings,Mumbai Indians,Mumbai,166,125,9,166,-0.0,7.97,1
123569,Chennai Super Kings,Mumbai Indians,Mumbai,155,119,3,166,66.0,7.82,1
123570,Chennai Super Kings,Mumbai Indians,Mumbai,155,118,2,166,33.0,7.88,1
123571,Chennai Super Kings,Mumbai Indians,Mumbai,155,117,1,166,22.0,7.95,1
123572,Chennai Super Kings,Mumbai Indians,Mumbai,154,116,0,166,18.0,7.97,1
123811,Punjab Kings,Delhi Capitals,Chandigarh,167,125,9,167,-0.0,8.02,0
123817,Punjab Kings,Delhi Capitals,Chandigarh,151,119,3,167,96.0,7.61,0
123818,Punjab Kings,Delhi Capitals,Chandigarh,150,118,2,167,51.0,7.63,0
123819,Punjab Kings,Delhi Capitals,Chandigarh,144,117,1,167,46.0,7.38,0
123820,Punjab Kings,Delhi Capitals,Chandigarh,140,116,0,167,40.5,7.24,0
124052,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,165,119,3,177,72.0,8.32,1
124053,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,165,118,2,177,36.0,8.39,1
124054,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,165,117,1,177,24.0,8.46,1
124055,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,161,116,0,177,24.0,8.33,1
124294,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,126,125,9,126,-0.0,6.05,1
124300,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,121,119,3,126,30.0,6.1,1
124301,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,121,118,2,126,15.0,6.15,1
124302,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,120,117,1,126,12.0,6.15,1
124303,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,120,116,0,126,9.0,6.21,1
124517,Chennai Super Kings,Kolkata Knight Riders,Chennai,203,125,9,203,-0.0,9.74,1
124518,Chennai Super Kings,Kolkata Knight Riders,Chennai,203,124,8,203,-0.0,9.82,1
124523,Chennai Super Kings,Kolkata Knight Riders,Chennai,186,119,3,203,102.0,9.38,1
124524,Chennai Super Kings,Kolkata Knight Riders,Chennai,181,118,2,203,66.0,9.2,1
124525,Chennai Super Kings,Kolkata Knight Riders,Chennai,180,117,1,203,46.0,9.23,1
124526,Chennai Super Kings,Kolkata Knight Riders,Chennai,180,116,0,203,34.5,9.31,1
124749,Delhi Capitals,Rajasthan Royals,Jaipur,154,125,9,154,-0.0,7.39,0
124755,Delhi Capitals,Rajasthan Royals,Jaipur,143,119,3,154,66.0,7.21,0
124756,Delhi Capitals,Rajasthan Royals,Jaipur,142,118,2,154,36.0,7.22,0
124757,Delhi Capitals,Rajasthan Royals,Jaipur,141,117,1,154,26.0,7.23,0
124758,Delhi Capitals,Rajasthan Royals,Jaipur,141,116,0,154,19.5,7.29,0
124916,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,141,119,3,148,42.0,7.11,1
124917,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,140,118,2,148,24.0,7.12,1
124918,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,139,117,1,148,18.0,7.13,1
124919,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,138,116,0,148,15.0,7.14,1
125156,Royal Challengers Bangalore,Punjab Kings,Bengaluru,142,119,3,156,84.0,7.16,1
125157,Royal Challengers Bangalore,Punjab Kings,Bengaluru,142,118,2,156,42.0,7.22,1
125158,Royal Challengers Bangalore,Punjab Kings,Bengaluru,141,117,1,156,30.0,7.23,1
125159,Royal Challengers Bangalore,Punjab Kings,Bengaluru,141,116,0,156,22.5,7.29,1
125399,Delhi Capitals,Mumbai Indians,Mumbai,184,119,3,195,66.0,9.28,0
125400,Delhi Capitals,Mumbai Indians,Mumbai,178,118,2,195,51.0,9.05,0
125401,Delhi Capitals,Mumbai Indians,Mumbai,178,117,1,195,34.0,9.13,0
125402,Delhi Capitals,Mumbai Indians,Mumbai,174,116,0,195,31.5,9.0,0
125643,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,133,119,3,139,36.0,6.71,1
125644,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,133,118,2,139,18.0,6.76,1
125645,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,132,119,1,139,42.0,6.66,1
125646,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,128,118,0,139,33.0,6.51,1
125890,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,209,119,3,218,54.0,10.54,0
125891,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,209,118,2,218,27.0,10.63,0
125892,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,205,117,1,218,26.0,10.51,0
125893,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,201,116,0,218,25.5,10.4,0
126134,Chennai Super Kings,Punjab Kings,Chandigarh,190,119,3,198,48.0,9.58,0
126135,Chennai Super Kings,Punjab Kings,Chandigarh,189,118,2,198,27.0,9.61,0
126136,Chennai Super Kings,Punjab Kings,Chandigarh,189,119,1,198,54.0,9.53,0
126137,Chennai Super Kings,Punjab Kings,Chandigarh,185,118,0,198,39.0,9.41,0
126385,Delhi Capitals,Kolkata Knight Riders,Kolkata,197,119,3,201,24.0,9.93,0
126386,Delhi Capitals,Kolkata Knight Riders,Kolkata,197,119,2,201,24.0,9.93,0
126387,Delhi Capitals,Kolkata Knight Riders,Kolkata,193,118,1,201,24.0,9.81,0
126388,Delhi Capitals,Kolkata Knight Riders,Kolkata,192,117,0,201,18.0,9.85,0
126597,Royal Challengers Bangalore,Mumbai Indians,Mumbai,214,125,9,214,-0.0,10.27,0
126603,Royal Challengers Bangalore,Mumbai Indians,Mumbai,207,119,3,214,42.0,10.44,0
126604,Royal Challengers Bangalore,Mumbai Indians,Mumbai,203,119,2,214,66.0,10.24,0
126605,Royal Challengers Bangalore,Mumbai Indians,Mumbai,202,118,1,214,36.0,10.27,0
126606,Royal Challengers Bangalore,Mumbai Indians,Mumbai,198,117,0,214,32.0,10.15,0
126851,Kolkata Knight Riders,Rajasthan Royals,Jaipur,160,119,3,161,6.0,8.07,1
126852,Kolkata Knight Riders,Rajasthan Royals,Jaipur,158,118,2,161,9.0,8.03,1
126853,Kolkata Knight Riders,Rajasthan Royals,Jaipur,158,117,1,161,6.0,8.1,1
126854,Kolkata Knight Riders,Rajasthan Royals,Jaipur,154,116,0,161,10.5,7.97,1
127089,Sunrisers Hyderabad,Punjab Kings,Chandigarh,192,119,3,194,12.0,9.68,0
127090,Sunrisers Hyderabad,Punjab Kings,Chandigarh,191,119,2,194,18.0,9.63,0
127091,Sunrisers Hyderabad,Punjab Kings,Chandigarh,187,118,1,194,21.0,9.51,0
127092,Sunrisers Hyderabad,Punjab Kings,Chandigarh,184,117,0,194,20.0,9.44,0
127345,Rajasthan Royals,Chennai Super Kings,Pune,195,119,3,205,60.0,9.83,0
127346,Rajasthan Royals,Chennai Super Kings,Pune,191,118,2,205,42.0,9.71,0
127347,Rajasthan Royals,Chennai Super Kings,Pune,187,119,1,205,108.0,9.43,0
127348,Rajasthan Royals,Chennai Super Kings,Pune,187,118,0,205,54.0,9.51,0
127592,Punjab Kings,Kolkata Knight Riders,Kolkata,179,119,3,192,78.0,9.03,0
127593,Punjab Kings,Kolkata Knight Riders,Kolkata,175,118,2,192,51.0,8.9,0
127594,Punjab Kings,Kolkata Knight Riders,Kolkata,174,117,1,192,36.0,8.92,0
127595,Punjab Kings,Kolkata Knight Riders,Kolkata,170,116,0,192,33.0,8.79,0
127778,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,175,125,9,175,-0.0,8.4,1
127779,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,175,124,8,175,-0.0,8.47,1
127784,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,170,119,3,175,30.0,8.57,1
127785,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,169,118,2,175,18.0,8.59,1
127786,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,167,117,1,175,16.0,8.56,1
127787,Royal Challengers Bangalore,Delhi Capitals,Bengaluru,167,116,0,175,12.0,8.64,1
128013,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,125,9,183,-0.0,8.78,0
128014,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,124,8,183,-0.0,8.85,0
128015,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,123,7,183,-0.0,8.93,0
128016,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,122,6,183,-0.0,9.0,0
128017,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,121,5,183,-0.0,9.07,0
128019,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,183,119,3,183,0.0,9.23,0
128020,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,181,118,2,183,6.0,9.2,0
128021,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,181,117,1,183,4.0,9.28,0
128022,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,177,116,0,183,9.0,9.16,0
128259,Rajasthan Royals,Mumbai Indians,Jaipur,168,125,9,168,-0.0,8.06,1
128265,Rajasthan Royals,Mumbai Indians,Jaipur,159,119,3,168,54.0,8.02,1
128266,Rajasthan Royals,Mumbai Indians,Jaipur,158,119,2,168,60.0,7.97,1
128267,Rajasthan Royals,Mumbai Indians,Jaipur,158,118,1,168,30.0,8.03,1
128268,Rajasthan Royals,Mumbai Indians,Jaipur,157,117,0,168,22.0,8.05,1
128507,Delhi Capitals,Punjab Kings,Delhi,144,125,9,144,-0.0,6.91,0
128508,Delhi Capitals,Punjab Kings,Delhi,144,124,8,144,-0.0,6.97,0
128513,Delhi Capitals,Punjab Kings,Delhi,138,119,3,144,36.0,6.96,0
128514,Delhi Capitals,Punjab Kings,Delhi,134,119,2,144,60.0,6.76,0
128515,Delhi Capitals,Punjab Kings,Delhi,130,118,1,144,42.0,6.61,0
128516,Delhi Capitals,Punjab Kings,Delhi,127,117,0,144,34.0,6.51,0
128756,Mumbai Indians,Sunrisers Hyderabad,Mumbai,117,119,3,119,12.0,5.9,0
128757,Mumbai Indians,Sunrisers Hyderabad,Mumbai,113,119,2,119,36.0,5.7,0
128758,Mumbai Indians,Sunrisers Hyderabad,Mumbai,112,118,1,119,21.0,5.69,0
128759,Mumbai Indians,Sunrisers Hyderabad,Mumbai,111,117,0,119,16.0,5.69,0
128994,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,198,119,3,206,48.0,9.98,1
128995,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,198,118,2,206,24.0,10.07,1
128996,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,197,117,1,206,18.0,10.1,1
128997,Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,197,116,0,206,13.5,10.19,1
129238,Punjab Kings,Sunrisers Hyderabad,Hyderabad,133,125,9,133,-0.0,6.38,0
129239,Punjab Kings,Sunrisers Hyderabad,Hyderabad,133,124,8,133,-0.0,6.44,0
129244,Punjab Kings,Sunrisers Hyderabad,Hyderabad,131,119,3,133,12.0,6.61,0
129245,Punjab Kings,Sunrisers Hyderabad,Hyderabad,125,118,2,133,24.0,6.36,0
129246,Punjab Kings,Sunrisers Hyderabad,Hyderabad,125,117,1,133,16.0,6.41,0
129247,Punjab Kings,Sunrisers Hyderabad,Hyderabad,124,116,0,133,13.5,6.41,0
129477,Kolkata Knight Riders,Delhi Capitals,Delhi,220,125,9,220,-0.0,10.56,0
129483,Kolkata Knight Riders,Delhi Capitals,Delhi,208,119,3,220,72.0,10.49,0
129484,Kolkata Knight Riders,Delhi Capitals,Delhi,206,118,2,220,42.0,10.47,0
129485,Kolkata Knight Riders,Delhi Capitals,Delhi,202,117,1,220,36.0,10.36,0
129486,Kolkata Knight Riders,Delhi Capitals,Delhi,201,116,0,220,28.5,10.4,0
129724,Mumbai Indians,Chennai Super Kings,Pune,170,125,9,170,-0.0,8.16,1
129730,Mumbai Indians,Chennai Super Kings,Pune,163,119,3,170,42.0,8.22,1
129731,Mumbai Indians,Chennai Super Kings,Pune,162,119,2,170,48.0,8.17,1
129732,Mumbai Indians,Chennai Super Kings,Pune,162,118,1,170,24.0,8.24,1
129733,Mumbai Indians,Chennai Super Kings,Pune,160,117,0,170,20.0,8.21,1
129967,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,152,125,9,152,-0.0,7.3,0
129968,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,152,124,8,152,-0.0,7.35,0
129973,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,146,119,3,152,36.0,7.36,0
129974,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,145,118,2,152,21.0,7.37,0
129975,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,145,117,1,152,14.0,7.44,0
129976,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,144,116,0,152,12.0,7.45,0
130211,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,176,125,9,176,-0.0,8.45,1
130217,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,171,119,3,176,30.0,8.62,1
130218,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,165,119,2,176,66.0,8.32,1
130219,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,161,118,1,176,45.0,8.19,1
130220,Kolkata Knight Riders,Royal Challengers Bangalore,Bengaluru,160,117,0,176,32.0,8.21,1
130463,Delhi Capitals,Chennai Super Kings,Pune,210,119,3,212,12.0,10.59,0
130464,Delhi Capitals,Chennai Super Kings,Pune,206,118,2,212,18.0,10.47,0
130465,Delhi Capitals,Chennai Super Kings,Pune,206,117,1,212,12.0,10.56,0
130466,Delhi Capitals,Chennai Super Kings,Pune,202,116,0,212,15.0,10.45,0
130706,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,168,125,9,168,-0.0,8.06,0
130707,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,168,124,8,168,-0.0,8.13,0
130712,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,163,119,3,168,30.0,8.22,0
130713,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,162,118,2,168,18.0,8.24,0
130714,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,161,117,1,168,14.0,8.26,0
130715,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,161,116,0,168,10.5,8.33,0
130951,Rajasthan Royals,Delhi Capitals,Delhi,182,119,3,197,90.0,9.18,0
130952,Rajasthan Royals,Delhi Capitals,Delhi,178,118,2,197,57.0,9.05,0
130953,Rajasthan Royals,Delhi Capitals,Delhi,177,117,1,197,40.0,9.08,0
130954,Rajasthan Royals,Delhi Capitals,Delhi,177,116,0,197,30.0,9.16,0
131143,Kolkata Knight Riders,Chennai Super Kings,Kolkata,178,125,9,178,-0.0,8.54,1
131144,Kolkata Knight Riders,Chennai Super Kings,Kolkata,178,124,8,178,-0.0,8.61,1
131149,Kolkata Knight Riders,Chennai Super Kings,Kolkata,166,119,3,178,72.0,8.37,1
131150,Kolkata Knight Riders,Chennai Super Kings,Kolkata,166,118,2,178,36.0,8.44,1
131151,Kolkata Knight Riders,Chennai Super Kings,Kolkata,166,117,1,178,24.0,8.51,1
131152,Kolkata Knight Riders,Chennai Super Kings,Kolkata,160,116,0,178,27.0,8.28,1
131387,Mumbai Indians,Punjab Kings,Indore,168,119,3,175,42.0,8.47,1
131388,Mumbai Indians,Punjab Kings,Indore,168,118,2,175,21.0,8.54,1
131389,Mumbai Indians,Punjab Kings,Indore,168,117,1,175,14.0,8.62,1
131390,Mumbai Indians,Punjab Kings,Indore,168,116,0,175,10.5,8.69,1
131624,Chennai Super Kings,Royal Challengers Bangalore,Pune,119,119,3,128,54.0,6.0,1
131625,Chennai Super Kings,Royal Challengers Bangalore,Pune,119,118,2,128,27.0,6.05,1
131626,Chennai Super Kings,Royal Challengers Bangalore,Pune,119,117,1,128,18.0,6.1,1
131627,Chennai Super Kings,Royal Challengers Bangalore,Pune,119,116,0,128,13.5,6.16,1
131852,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,164,125,9,164,-0.0,7.87,1
131853,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,164,124,8,164,-0.0,7.94,1
131858,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,159,119,3,164,30.0,8.02,1
131859,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,159,118,2,164,15.0,8.08,1
131860,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,155,117,1,164,18.0,7.95,1
131861,Sunrisers Hyderabad,Delhi Capitals,Hyderabad,154,116,0,164,15.0,7.97,1
132107,Kolkata Knight Riders,Mumbai Indians,Mumbai,179,119,3,182,18.0,9.03,0
132108,Kolkata Knight Riders,Mumbai Indians,Mumbai,179,118,2,182,9.0,9.1,0
132109,Kolkata Knight Riders,Mumbai Indians,Mumbai,179,117,1,182,6.0,9.18,0
132110,Kolkata Knight Riders,Mumbai Indians,Mumbai,175,116,0,182,10.5,9.05,0
132349,Punjab Kings,Rajasthan Royals,Indore,152,119,3,153,6.0,7.66,0
132350,Punjab Kings,Rajasthan Royals,Indore,151,118,2,153,6.0,7.68,0
132351,Punjab Kings,Rajasthan Royals,Indore,151,117,1,153,4.0,7.74,0
132352,Punjab Kings,Rajasthan Royals,Indore,151,116,0,153,3.0,7.81,0
132590,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,142,119,3,147,30.0,7.16,0
132591,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,138,119,2,147,54.0,6.96,0
132592,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,138,118,1,147,27.0,7.02,0
132593,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,138,117,0,147,18.0,7.08,0
